row_id	repo	path	member	kind	comment_chars	body_lines	swapped_from	mismatch_real	baseline_real	baseline_swapped	identifiers_missing	sample
glam-sdk-java#sdk/src/main/java/systems/glam/sdk/GlamAccountClientImpl.java#GlamAccountClientImpl.adaptPermissions(GlamAccounts, PublicKey, int, long)	glam-sdk-java	sdk/src/main/java/systems/glam/sdk/GlamAccountClientImpl.java	GlamAccountClientImpl.adaptPermissions(GlamAccounts, PublicKey, int, long)	method	198	16		1.000	1.000		ACL	random
glam-sdk-java#sdk/src/main/java/systems/glam/sdk/idl/programs/glam/jupiter/GlamJupiterProgramClient.java#GlamJupiterProgramClient.fixCPICallerRights(List<AccountMeta>)	glam-sdk-java	sdk/src/main/java/systems/glam/sdk/idl/programs/glam/jupiter/GlamJupiterProgramClient.java	GlamJupiterProgramClient.fixCPICallerRights(List<AccountMeta>)	method	168	13		1.000	1.000		CPI	
glam-sdk-java#sdk/src/main/java/systems/glam/sdk/lut/VaultTableBuilder.java#VaultTableBuilder.fetchAccountsNeeded(SolanaRpcClient)	glam-sdk-java	sdk/src/main/java/systems/glam/sdk/lut/VaultTableBuilder.java	VaultTableBuilder.fetchAccountsNeeded(SolanaRpcClient)	method	120	3		0.000	0.333			
glam-sdk-java#services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutor.java#BatchSqlExecutor.create(Class<T>, DataSource, String, int, StatementPreparer<T>, Duration, Backoff, LoopHeartbeat)	glam-sdk-java	services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutor.java	BatchSqlExecutor.create(Class<T>, DataSource, String, int, StatementPreparer<T>, Duration, Backoff, LoopHeartbeat)	method	472	15		0.333	1.000		IDLE_TICK_FLOOR_NANOS	
glam-sdk-java#services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutorImpl.java#BatchSqlExecutorImpl.IDLE_TICK_FLOOR_NANOS	glam-sdk-java	services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutorImpl.java	BatchSqlExecutorImpl.IDLE_TICK_FLOOR_NANOS	field	171	1		0.000	0.500			
glam-sdk-java#services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutorImpl.java#BatchSqlExecutorImpl.run()	glam-sdk-java	services/src/main/java/systems/glam/services/db/sql/BatchSqlExecutorImpl.java	BatchSqlExecutorImpl.run()	method	789	96		0.000	1.000			stale-candidate
glam-sdk-java#services/src/main/java/systems/glam/services/io/FileUtils.java#FileUtils.MAX_ACCOUNT_DATA_LENGTH	glam-sdk-java	services/src/main/java/systems/glam/services/io/FileUtils.java	FileUtils.MAX_ACCOUNT_DATA_LENGTH	field	157	1		1.000	1.000		AccountDataFuzz	
glam-sdk-java#services/src/main/java/systems/glam/services/mints/StakePoolCache.java#StakePoolCache.initCache(ExecutorService, Path, StakePoolAccounts, MarinadeAccounts, Duration, RpcCaller, LoopHeartbeat)	glam-sdk-java	services/src/main/java/systems/glam/services/mints/StakePoolCache.java	StakePoolCache.initCache(ExecutorService, Path, StakePoolAccounts, MarinadeAccounts, Duration, RpcCaller, LoopHeartbeat)	method	225	77		0.000	0.500			random
glam-sdk-java#services/src/main/java/systems/glam/services/mints/StakePoolCacheImpl.java#StakePoolCacheImpl.run()	glam-sdk-java	services/src/main/java/systems/glam/services/mints/StakePoolCacheImpl.java	StakePoolCacheImpl.run()	method	336	18		0.000	1.000			
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcher.java#AccountFetcher.createFetcher(Duration, boolean, RpcCaller, Set<PublicKey>, LoopHeartbeat)	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcher.java	AccountFetcher.createFetcher(Duration, boolean, RpcCaller, Set<PublicKey>, LoopHeartbeat)	method	473	7		0.500	0.500		IDLE_TICK_FLOOR_NANOS RPC	
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.IDLE_TICK_FLOOR_NANOS	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.IDLE_TICK_FLOOR_NANOS	field	217	1		0.000	0.500			random
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.clearBatch()	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.clearBatch()	method	148	3	AccountFetcherImpl.delay(Duration, long)	0.000	0.500	1.000		
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.currentBatchSize()	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.currentBatchSize()	method	151	3	AccountFetcherImpl.clearBatch()	0.000	1.000	0.667		
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.delay(Duration, long)	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.delay(Duration, long)	method	685	30	AccountFetcherImpl.failCurrentBatches(RuntimeException)	0.333	1.000	1.000	RPC	
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.dispatch(AccountConsumer, List<AccountInfo<byte[]>>, Map<PublicKey, AccountInfo<byte[]>>)	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.dispatch(AccountConsumer, List<AccountInfo<byte[]>>, Map<PublicKey, AccountInfo<byte[]>>)	method	239	9	AccountFetcherImpl.currentBatchSize()	0.000	1.000	1.000		random
glam-sdk-java#services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java#AccountFetcherImpl.failCurrentBatches(RuntimeException)	glam-sdk-java	services/src/main/java/systems/glam/services/rpc/AccountFetcherImpl.java	AccountFetcherImpl.failCurrentBatches(RuntimeException)	method	490	26	AccountFetcherImpl.dispatch(AccountConsumer, List<AccountInfo<byte[]>>, Map<PublicKey, AccountInfo<byte[]>>)	0.000	0.333	0.667		stale-candidate
glam-sdk-java#services/src/main/java/systems/glam/services/state/GlobalConfigCache.java#GlobalConfigCache.initCache(Path, PublicKey, PublicKey, SolanaAccounts, MintCache, RpcCaller, AccountFetcher, Duration, LoopHeartbeat)	glam-sdk-java	services/src/main/java/systems/glam/services/state/GlobalConfigCache.java	GlobalConfigCache.initCache(Path, PublicKey, PublicKey, SolanaAccounts, MintCache, RpcCaller, AccountFetcher, Duration, LoopHeartbeat)	method	319	75		0.333	1.000		forceCacheRefresh	
glam-sdk-java#services/src/main/java/systems/glam/services/state/GlobalConfigCacheImpl.java#GlobalConfigCacheImpl.run()	glam-sdk-java	services/src/main/java/systems/glam/services/state/GlobalConfigCacheImpl.java	GlobalConfigCacheImpl.run()	method	414	27		1.000	1.000		fetchDelay accept	random
glam-sdk-java#services/src/main/java/systems/glam/services/state/MinGlamStateAccount.java#MinGlamStateAccount.checkCount(int, byte[], int)	glam-sdk-java	services/src/main/java/systems/glam/services/state/MinGlamStateAccount.java	MinGlamStateAccount.checkCount(int, byte[], int)	method	261	12		1.000	1.000		val NegativeArraySizeException	
http-servers#http-servers-core/src/main/java/software/sava/http_servers/core/handlers/HandlerUtil.java#HandlerUtil.parseRawParam(String, int, String)	http-servers	http-servers-core/src/main/java/software/sava/http_servers/core/handlers/HandlerUtil.java	HandlerUtil.parseRawParam(String, int, String)	method	108	7		0.000	0.500			random
http-servers#http-servers-jdk/src/main/java/software/sava/http_servers/jdk/JdkController.java#JdkController.answerWithoutBody(HttpExchange, int)	http-servers	http-servers-jdk/src/main/java/software/sava/http_servers/jdk/JdkController.java	JdkController.answerWithoutBody(HttpExchange, int)	method	1742	8		0.611	0.611		contentLen -1 Content-Length Transfer-Encoding flush drainAmount closeConnection WriteFinished isEOF ExchangeImpl JDK ServerImpl	
http-servers#http-servers-jetty/src/main/java/software/sava/http_servers/jetty/JettyServerBuilder.java#JettyServerBuilder.leasedThreads(QueuedThreadPool, ServerConnector)	http-servers	http-servers-jetty/src/main/java/software/sava/http_servers/jetty/JettyServerBuilder.java	JettyServerBuilder.leasedThreads(QueuedThreadPool, ServerConnector)	method	496	5	JettyServerBuilder.maxThreads(int, int)	0.667	0.667	0.500	ThreadPoolBudget maxThreads	
http-servers#http-servers-jetty/src/main/java/software/sava/http_servers/jetty/JettyServerBuilder.java#JettyServerBuilder.maxThreads(int, int)	http-servers	http-servers-jetty/src/main/java/software/sava/http_servers/jetty/JettyServerBuilder.java	JettyServerBuilder.maxThreads(int, int)	method	326	3	JettyServerBuilder.leasedThreads(QueuedThreadPool, ServerConnector)	0.000	0.000	1.000		random
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyController.java#NettyController.clientLeft(Throwable)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyController.java	NettyController.clientLeft(Throwable)	method	1244	10	NettyController.invoke(ChannelHandlerContext, NettyRequest, NettyHandler)	0.909	0.909	1.000	FIN RST SocketException: Connection reset Connection reset by peer RuntimeException Error NioServerSocketChannel ERROR NIO NettyHttpServer	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyController.java#NettyController.invoke(ChannelHandlerContext, NettyRequest, NettyHandler)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyController.java	NettyController.invoke(ChannelHandlerContext, NettyRequest, NettyHandler)	method	87	11	NettyController.clientLeft(Throwable)	0.000	1.000	1.000		random
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequest.java#NettyRequest.malformed()	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequest.java	NettyRequest.malformed()	method	242	3		1.000	1.000		true Content-Length	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.admit(ChannelHandlerContext, HttpRequest)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.admit(ChannelHandlerContext, HttpRequest)	method	350	9	NettyRequestGate.refusal(HttpRequest)	0.000	1.000	1.000		
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.answer(ChannelHandlerContext, Refusal)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.answer(ChannelHandlerContext, Refusal)	method	265	11	NettyRequestGate.paused()	0.000	1.000	1.000		
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.begin(HttpRequest)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.begin(HttpRequest)	method	425	8	NettyRequestGate.answer(ChannelHandlerContext, Refusal)	0.667	1.000	1.000	HTTP RFC	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.checkIdle(ChannelHandlerContext)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.checkIdle(ChannelHandlerContext)	method	369	12	NettyRequestGate.admit(ChannelHandlerContext, HttpRequest)	0.000	1.000	1.000		
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.paused()	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.paused()	method	88	3	NettyRequestGate.scheduleIdleCheck(ChannelHandlerContext, long)	0.000	1.000	1.000		
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.refusal(HttpRequest)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.refusal(HttpRequest)	method	304	14	NettyRequestGate.begin(HttpRequest)	1.000	1.000	1.000	isUnsupportedExpectation is100ContinueExpected	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java#NettyRequestGate.scheduleIdleCheck(ChannelHandlerContext, long)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyRequestGate.java	NettyRequestGate.scheduleIdleCheck(ChannelHandlerContext, long)	method	152	3	NettyRequestGate.checkIdle(ChannelHandlerContext)	0.000	0.333	1.000		random
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java#NettyServerBuilder.<init>(int, int, Duration)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java	NettyServerBuilder.<init>(int, int, Duration)	ctor	318	8		0.500	1.000		createServer	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java#NettyServerBuilder.DEFAULT_IDLE_TIMEOUT	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java	NettyServerBuilder.DEFAULT_IDLE_TIMEOUT	field	497	1	NettyServerBuilder.DEFAULT_MAX_CONTENT_LENGTH	1.000	1.000	1.000	theDefaultIdleTimeoutMatchesTheOtherBackends JDK	random
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java#NettyServerBuilder.DEFAULT_IO_THREADS	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java	NettyServerBuilder.DEFAULT_IO_THREADS	field	75	1	NettyServerBuilder.DEFAULT_IDLE_TIMEOUT	0.000	1.000	1.000		
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java#NettyServerBuilder.DEFAULT_MAX_CONTENT_LENGTH	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/NettyServerBuilder.java	NettyServerBuilder.DEFAULT_MAX_CONTENT_LENGTH	field	152	1	NettyServerBuilder.DEFAULT_IO_THREADS	1.000	1.000	1.000	MiB API	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java#ResponseUtil.closeAfter(FullHttpResponse)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java	ResponseUtil.closeAfter(FullHttpResponse)	method	270	4	ResponseUtil.response(HttpResponse, String)	0.750	0.750	1.000	NettyRequestGate Connection: close RFC	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java#ResponseUtil.emptyResponse(HttpResponseStatus)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java	ResponseUtil.emptyResponse(HttpResponseStatus)	method	178	5	ResponseUtil.closeAfter(FullHttpResponse)	1.000	1.000	0.750	Content-Length: 0 RFC	
http-servers#http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java#ResponseUtil.response(HttpResponse, String)	http-servers	http-servers-netty/src/main/java/software/sava/http_servers/netty/ResponseUtil.java	ResponseUtil.response(HttpResponse, String)	method	72	3	ResponseUtil.emptyResponse(HttpResponseStatus)	0.500	1.000	1.000	Origin	random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/PaymentPayload.java#PaymentPayload.fromBase64Header(String)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/PaymentPayload.java	PaymentPayload.fromBase64Header(String)	method	83	4	PaymentPayload.parse(JsonIterator)	1.000	1.000	1.000	PAYMENT HTTP	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/PaymentPayload.java#PaymentPayload.parse(JsonIterator)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/PaymentPayload.java	PaymentPayload.parse(JsonIterator)	method	49	5	PaymentPayload.fromBase64Header(String)	1.000	1.000	1.000	JSON	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SettlementCache.java#SettlementCache.DEFAULT_RETENTION	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SettlementCache.java	SettlementCache.DEFAULT_RETENTION	field	54	1		0.000	1.000			
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SettlementResponse.java#SettlementResponse.failure(String, String, String, PublicKey)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SettlementResponse.java	SettlementResponse.failure(String, String, String, PublicKey)	method	158	6		0.000	1.000			random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java#SvmExactSettler.<init>(SolanaAccounts, Signer, SolanaRpcClient)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java	SvmExactSettler.<init>(SolanaAccounts, Signer, SolanaRpcClient)	ctor	118	8		0.000	1.000			random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java#SvmExactSettler.settle(PaymentPayload, PaymentRequirements)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactSettler.java	SvmExactSettler.settle(PaymentPayload, PaymentRequirements)	method	77	64		0.000	1.000			stale-candidate
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java#SvmExactVerifier.verify(PaymentPayload, PaymentRequirements)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java	SvmExactVerifier.verify(PaymentPayload, PaymentRequirements)	method	61	12		0.000	0.000			random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java#SvmExactVerifier.verify(PaymentRequirements, byte[])	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/SvmExactVerifier.java	SvmExactVerifier.verify(PaymentRequirements, byte[])	method	71	138		0.000	0.000			stale-candidate
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.COMPUTE_BUDGET_SET_LIMIT	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.COMPUTE_BUDGET_SET_LIMIT	field	69	1	X402.COMPUTE_BUDGET_SET_PRICE	1.000	1.000	1.000	SetComputeUnitLimit	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.COMPUTE_BUDGET_SET_PRICE	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.COMPUTE_BUDGET_SET_PRICE	field	69	1	X402.MAX_COMPUTE_UNIT_PRICE_MICRO_LAMPORTS	1.000	1.000	1.000	SetComputeUnitPrice	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.LIGHTHOUSE_PROGRAM	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.LIGHTHOUSE_PROGRAM	field	85	2	X402.MEMO_PROGRAM_V2	0.000	1.000	1.000		random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.MAX_COMPUTE_UNIT_PRICE_MICRO_LAMPORTS	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.MAX_COMPUTE_UNIT_PRICE_MICRO_LAMPORTS	field	65	1	X402.MAX_MEMO_BYTES	0.000	0.800	1.000		
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.MAX_MEMO_BYTES	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.MAX_MEMO_BYTES	field	44	1	X402.X402_VERSION	0.000	0.500	1.000		random
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.MEMO_PROGRAM_V2	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.MEMO_PROGRAM_V2	field	73	2	X402.COMPUTE_BUDGET_SET_LIMIT	1.000	1.000	1.000	SPL	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.PAYMENT_HEADER	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.PAYMENT_HEADER	field	71	1	X402.PAYMENT_RESPONSE_HEADER	1.000	1.000	1.000	HTTP PaymentPayload	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.PAYMENT_RESPONSE_HEADER	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.PAYMENT_RESPONSE_HEADER	field	76	1	X402.SOLANA_NETWORK_PREFIX	1.000	1.000	1.000	HTTP SettlementResponse	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.SOLANA_MAINNET	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.SOLANA_MAINNET	field	62	1	X402.LIGHTHOUSE_PROGRAM	1.000	1.000	1.000	CAIP	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.SOLANA_NETWORK_PREFIX	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.SOLANA_NETWORK_PREFIX	field	97	1	X402.SOLANA_MAINNET	1.000	1.000	1.000	CAIP	
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java#X402.X402_VERSION	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402.java	X402.X402_VERSION	field	51	1	X402.PAYMENT_HEADER	0.000	0.000	1.000		
http-servers#http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402Gate.java#X402Gate.<init>(QueryHandler, PaymentRequirements, Resource, SvmExactSettler)	http-servers	http-servers-sava/src/main/java/software/sava/http_servers/sava/x402/X402Gate.java	X402Gate.<init>(QueryHandler, PaymentRequirements, Resource, SvmExactSettler)	ctor	65	6		0.000	0.000			
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.ABORT_PACE_MIN_MILLIS	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.ABORT_PACE_MIN_MILLIS	field	152	1	Abuser.CYCLE	1.000	1.000	1.000	RST	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.CYCLE	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.CYCLE	field	60	4	Abuser.ABORT_PACE_MIN_MILLIS	1.000	1.000	1.000	IDLE IdleProber	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.abortMidBody()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.abortMidBody()	method	371	30	Abuser.absoluteForm()	0.800	1.000	1.000	SO_LINGER 0 KiB FIN RST	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.absoluteForm()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.absoluteForm()	method	137	18	Abuser.noHost()	1.000	1.000	1.000	Host	random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.afterwards(Socket, InputStream, Backend.Closes, Case, String)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.afterwards(Socket, InputStream, Backend.Closes, Case, String)	method	88	11	Abuser.answered(Case, Backend.Expectation, RawHttp.Response)	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.answered(Case, Backend.Expectation, RawHttp.Response)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.answered(Case, Backend.Expectation, RawHttp.Response)	method	115	13	Abuser.oversized()	1.000	1.000	1.000	GET /ping	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.attempted(Stats, Case)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.attempted(Stats, Case)	method	51	3	Abuser.unexercised(Stats)	0.000	1.000	1.000		random
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.expectContinueOverCap()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.expectContinueOverCap()	method	144	25	Abuser.malformedLine()	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.expectKept(Socket, InputStream, Case, String)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.expectKept(Socket, InputStream, Case, String)	method	78	17	Abuser.afterwards(Socket, InputStream, Backend.Closes, Case, String)	0.000	0.500	0.500		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.expectUnsupported()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.expectUnsupported()	method	248	24	Abuser.expectContinueOverCap()	0.333	0.500	1.000	Expect: foo	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.http10()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.http10()	method	81	13	Abuser.abortMidBody()	1.000	1.000	1.000	Host	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.malformedLine()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.malformedLine()	method	120	28	Abuser.http10()	1.000	1.000	1.000	README	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.noHost()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.noHost()	method	118	13	Abuser.attempted(Stats, Case)	1.000	1.000	1.000	Host README	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.oversized()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.oversized()	method	299	40	Abuser.expectUnsupported()	1.000	1.000	1.000	Connection: close README	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java#Abuser.unexercised(Stats)	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Abuser.java	Abuser.unexercised(Stats)	method	138	10	Abuser.expectKept(Socket, InputStream, Case, String)	0.000	1.000	1.000		
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.absoluteForm()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.absoluteForm()	method	302	3	Backend.noHost()	1.000	1.000	1.000	Host null FusionAuth JDK	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.bodyCap()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.bodyCap()	method	351	3	Backend.unsupportedExpect()	1.000	1.000	1.000	README MiB	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.http10()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.http10()	method	130	3	Backend.absoluteForm()	1.000	1.000	1.000	Host HTTP	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.idleAfterAccept()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.idleAfterAccept()	method	252	3	Backend.pipelineCloseStrict()	1.000	1.000	1.000	README JDK	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.idleTimeoutMillis()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.idleTimeoutMillis()	method	269	3	Backend.idleAfterAccept()	1.000	1.000	1.000	README FusionAuth JDK	
http-servers#http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java#Backend.malformed()	http-servers	http-servers-soak/src/main/java/software/sava/http_servers/soak/Backend.java	Backend.malformed()	method	170	3	Backend.http10()	1.000	1.000	1.000	Connection: close null README	
