row_id	repo	path	member	kind	comment_chars	body_lines	swapped_from	mismatch_real	baseline_real	baseline_swapped	identifiers_missing	sample
sava#sava-core/src/main/java/software/sava/core/accounts/AccountWithSeed.java#AccountWithSeed.createAccount(PublicKey, PublicKey, String, PublicKey)	sava	sava-core/src/main/java/software/sava/core/accounts/AccountWithSeed.java	AccountWithSeed.createAccount(PublicKey, PublicKey, String, PublicKey)	method	62	11		1.000	1.000		UTF	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.MAX_SEEDS	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.MAX_SEEDS	field	88	1		1.000	1.000		PDA	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createOffCurveAccountWithAsciiSeed(PublicKey, String, PublicKey)	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.createOffCurveAccountWithAsciiSeed(PublicKey, String, PublicKey)	method	430	17	PublicKey.createWithSeed(PublicKey, String, PublicKey)	0.500	0.500	1.000	ASCII asciiSeed	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createPubKey(byte[])	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.createPubKey(byte[])	method	361	7	PublicKey.fromBase58Encoded(byte[], int, int)	0.667	0.667	1.000	toBase58 hashCode	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.createWithSeed(PublicKey, String, PublicKey)	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.createWithSeed(PublicKey, String, PublicKey)	method	346	24	PublicKey.verifySignature(String, byte[])	1.000	1.000	1.000	UTF	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.findProgramAddress(List<byte[]>, PublicKey)	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.findProgramAddress(List<byte[]>, PublicKey)	method	166	3	PublicKey.createOffCurveAccountWithAsciiSeed(PublicKey, String, PublicKey)	1.000	1.000	1.000	MAX_SEEDS	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.fromBase58Encoded(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.fromBase58Encoded(byte[], int, int)	method	92	5	PublicKey.findProgramAddress(List<byte[]>, PublicKey)	1.000	1.000	1.000	ASCII JSON	
sava#sava-core/src/main/java/software/sava/core/accounts/PublicKey.java#PublicKey.verifySignature(java.security.PublicKey, String, byte[])	sava	sava-core/src/main/java/software/sava/core/accounts/PublicKey.java	PublicKey.verifySignature(java.security.PublicKey, String, byte[])	method	60	9	PublicKey.createPubKey(byte[])	1.000	1.000	1.000	UTF	
sava#sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java#SolanaAccounts.MAIN_NET	sava	sava-core/src/main/java/software/sava/core/accounts/SolanaAccounts.java	SolanaAccounts.MAIN_NET	field	82	1		0.000	0.000			
sava#sava-core/src/main/java/software/sava/core/accounts/meta/AccountMetaReadOnly.java#AccountMetaReadOnly.equals(Object)	sava	sava-core/src/main/java/software/sava/core/accounts/meta/AccountMetaReadOnly.java	AccountMetaReadOnly.equals(Object)	method	214	5		1.000	1.000		instanceof	
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.ACCOUNT_STORAGE_OVERHEAD	sava	sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	Rent.ACCOUNT_STORAGE_OVERHEAD	field	66	1	Rent.MAX_PERMITTED_DATA_LENGTH	0.000	1.000	1.000		
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.MAX_PERMITTED_DATA_LENGTH	sava	sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	Rent.MAX_PERMITTED_DATA_LENGTH	field	55	1	Rent.ACCOUNT_STORAGE_OVERHEAD	1.000	1.000	1.000	MiB	random
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.minimumBalance(long)	sava	sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	Rent.minimumBalance(long)	method	211	20	Rent.saturatingUInt64(double)	0.500	1.000	1.000	solana-rent	random
sava#sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java#Rent.saturatingUInt64(double)	sava	sava-core/src/main/java/software/sava/core/accounts/sysvar/Rent.java	Rent.saturatingUInt64(double)	method	151	14	Rent.minimumBalance(long)	0.667	0.667	1.000	f64 as u64 NaN	
sava#sava-core/src/main/java/software/sava/core/accounts/token/COption.java#COption.readTag(byte[], int, String)	sava	sava-core/src/main/java/software/sava/core/accounts/token/COption.java	COption.readTag(byte[], int, String)	method	56	9		0.000	0.000			
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.MULTISIG_BYTES	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.MULTISIG_BYTES	field	169	1	Token2022.PADDING_AFTER_MINT	1.000	1.000	1.000	Multisig::LEN	random
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.PADDING_AFTER_MINT	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.PADDING_AFTER_MINT	field	320	1	Token2022.MULTISIG_BYTES	1.000	1.000	1.000	Account::LEN type_and_tlv_indices	
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.adjustLengthForMultisig(int)	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.adjustLengthForMultisig(int)	method	328	3	Token2022.padLengthForMultisig(byte[], int, int)	1.000	1.000	0.333	adjust_len_for_multisig	random
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.padLengthForMultisig(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.padLengthForMultisig(byte[], int, int)	method	153	7	Token2022.requireAccountType(AccountType, AccountType, boolean)	1.000	1.000	1.000	adjustLengthForMultisig	random
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.requireAccountType(AccountType, AccountType, boolean)	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.requireAccountType(AccountType, AccountType, boolean)	method	586	13	Token2022.writeExtensions(Set<TokenExtension>, byte[], int)	0.800	0.800	1.000	InitializeMint InitializeAccount unpack check_account_type unpack_uninitialized unpack_uninitialized_type_and_tlv_data Mint Account	
sava#sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java#Token2022.writeExtensions(Set<TokenExtension>, byte[], int)	sava	sava-core/src/main/java/software/sava/core/accounts/token/Token2022.java	Token2022.writeExtensions(Set<TokenExtension>, byte[], int)	method	220	17	Token2022.adjustLengthForMultisig(int)	1.000	1.000	1.000	TLV	
sava#sava-core/src/main/java/software/sava/core/accounts/token/TokenAccount.java#TokenAccount.parseState(byte)	sava	sava-core/src/main/java/software/sava/core/accounts/token/TokenAccount.java	TokenAccount.parseState(byte)	method	223	8		0.000	0.500			
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.MAXIMUM_DEPOSIT_TRANSFER_AMOUNT	sava	sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java	ConfidentialTransferAccount.MAXIMUM_DEPOSIT_TRANSFER_AMOUNT	field	109	1	ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	0.000	0.000	1.000		
sava#sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java#ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	sava	sava-core/src/main/java/software/sava/core/accounts/token/extensions/ConfidentialTransferAccount.java	ConfidentialTransferAccount.PENDING_BALANCE_LO_BIT_LENGTH	field	55	1	ConfidentialTransferAccount.MAXIMUM_DEPOSIT_TRANSFER_AMOUNT	0.000	0.000	0.667		random
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/BaseMaskWorker.java#BaseMaskWorker.searchExhausted(long)	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/BaseMaskWorker.java	BaseMaskWorker.searchExhausted(long)	method	287	3		1.000	1.000		MAX_VALUE	
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_LENGTH	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java	Subsequence.MAX_LENGTH	field	141	1	Subsequence.MAX_OPTIONS	0.000	1.000	1.000		
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.MAX_OPTIONS	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java	Subsequence.MAX_OPTIONS	field	105	1	Subsequence.MAX_LENGTH	0.000	1.000	1.000		random
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java#Subsequence.charOptionsTable()	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/Subsequence.java	Subsequence.charOptionsTable()	method	462	5		1.000	1.000		_ s a v a   S A V A   5 4 _ 4	
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/SubsequenceRecord.java#SubsequenceRecord.formatCharOptions(char[][])	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/SubsequenceRecord.java	SubsequenceRecord.formatCharOptions(char[][])	method	125	17		0.500	0.667		charOptionsTable	
sava#sava-core/src/main/java/software/sava/core/accounts/vanity/VanityAddressGenerator.java#VanityAddressGenerator.createGenerator(Path, char[], SecureRandomFactory, PrivateKeyEncoding, KeyFileFormat, KeyDerivation, boolean, ExecutorService, int, Subsequence, Subsequence, long, int)	sava	sava-core/src/main/java/software/sava/core/accounts/vanity/VanityAddressGenerator.java	VanityAddressGenerator.createGenerator(Path, char[], SecureRandomFactory, PrivateKeyEncoding, KeyFileFormat, KeyDerivation, boolean, ExecutorService, int, Subsequence, Subsequence, long, int)	method	169	18		0.000	1.000			
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.getBytes(String)	sava	sava-core/src/main/java/software/sava/core/borsh/Borsh.java	Borsh.getBytes(String)	method	82	3	Borsh.readVectorLength(int, byte[], int)	1.000	1.000	1.000	UTF	random
sava#sava-core/src/main/java/software/sava/core/borsh/Borsh.java#Borsh.readVectorLength(int, byte[], int)	sava	sava-core/src/main/java/software/sava/core/borsh/Borsh.java	Borsh.readVectorLength(int, byte[], int)	method	260	10	Borsh.getBytes(String)	0.500	0.667	1.000	NegativeArraySizeException	
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.continueMutableEncode(byte[], int, int, int, char[])	sava	sava-core/src/main/java/software/sava/core/encoding/Base58.java	Base58.continueMutableEncode(byte[], int, int, int, char[])	method	177	26	Base58.limbsLength(int)	0.500	1.000	1.000	beginMutableEncode	
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/encoding/Base58.java	Base58.decode(byte[], int, int)	method	79	15	Base58.continueMutableEncode(byte[], int, int, int, char[])	1.000	1.000	1.000	ASCII JSON	
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(byte[], int, int, byte[])	sava	sava-core/src/main/java/software/sava/core/encoding/Base58.java	Base58.decode(byte[], int, int, byte[])	method	88	17	Base58.continueMutableEncode(byte[], int, int, int, char[])	0.500	0.500	1.000	ASCII	
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.decode(char[], int, int, byte[])	sava	sava-core/src/main/java/software/sava/core/encoding/Base58.java	Base58.decode(char[], int, int, byte[])	method	70	17	Base58.continueMutableEncode(byte[], int, int, int, char[])	0.000	0.000	1.000		
sava#sava-core/src/main/java/software/sava/core/encoding/Base58.java#Base58.limbsLength(int)	sava	sava-core/src/main/java/software/sava/core/encoding/Base58.java	Base58.limbsLength(int)	method	239	4	Base58.decode(char[], int, int, byte[])	1.000	1.000	1.000	decode Base58LimbBoundTests	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.checkField(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.checkField(byte[], int, int)	method	284	6	ByteUtil.putIntLE(byte[], int, BigInteger, int)	0.000	0.500	0.600		random
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getInt8LE(byte[], int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getInt8LE(byte[], int)	method	175	3	ByteUtil.getUInt16LE(byte[], int)	1.000	1.000	1.000	u8 i8 data[off]	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getIntLE(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getIntLE(byte[], int, int)	method	344	8	ByteUtil.getUIntLE(byte[], int, int)	0.667	1.000	1.000	u192 putIntLE getInt128LE getInt256LE	random
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt16LE(byte[], int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getUInt16LE(byte[], int)	method	395	3	ByteUtil.getUInt32LE(byte[], int)	0.750	1.000	1.000	u16 Token2022 MAX_VALUE	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt32LE(byte[], int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getUInt32LE(byte[], int)	method	64	3	ByteUtil.getUInt64LE(byte[], int)	0.667	1.000	1.000	u32 getUInt16LE	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUInt64LE(byte[], int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getUInt64LE(byte[], int)	method	413	3	ByteUtil.checkField(byte[], int, int)	0.500	1.000	1.000	u64 u32	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.getUIntLE(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.getUIntLE(byte[], int, int)	method	335	8	ByteUtil.toUnsignedBigInteger(long)	0.600	1.000	1.000	uN u192 getIntLE	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putIntLE(byte[], int, BigInteger, int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.putIntLE(byte[], int, BigInteger, int)	method	461	31	ByteUtil.putUIntLE(byte[], int, BigInteger, int)	0.200	1.000	1.000	putUIntLE	random
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.putUIntLE(byte[], int, BigInteger, int)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.putUIntLE(byte[], int, BigInteger, int)	method	433	11	ByteUtil.getIntLE(byte[], int, int)	0.333	1.000	1.000	i128 u192	
sava#sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java#ByteUtil.toUnsignedBigInteger(long)	sava	sava-core/src/main/java/software/sava/core/encoding/ByteUtil.java	ByteUtil.toUnsignedBigInteger(long)	method	573	6	ByteUtil.getInt8LE(byte[], int)	0.500	0.500	1.000	valueOf	
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.createDiscriminator(byte[])	sava	sava-core/src/main/java/software/sava/core/programs/Discriminator.java	Discriminator.createDiscriminator(byte[])	method	245	3	Discriminator.equals(byte[], int, int)	0.000	0.000	1.000		
sava#sava-core/src/main/java/software/sava/core/programs/Discriminator.java#Discriminator.equals(byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/programs/Discriminator.java	Discriminator.equals(byte[], int, int)	method	576	8	Discriminator.createDiscriminator(byte[])	0.000	1.000	1.000		
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.feePayerSignatureOffset(byte[])	sava	sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java	BaseTransaction.feePayerSignatureOffset(byte[])	method	503	24	BaseTransaction.requireSignerCount(byte[], int)	1.000	1.000	0.800	getBase58Id	random
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java#BaseTransaction.requireSignerCount(byte[], int)	sava	sava-core/src/main/java/software/sava/core/tx/BaseTransaction.java	BaseTransaction.requireSignerCount(byte[], int)	method	1481	30	BaseTransaction.feePayerSignatureOffset(byte[])	0.800	0.800	1.000	createTx num_required_signatures sigLen TransactionSkeleton	
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	sava	sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java	BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	method	428	3	BaseTransactionSkeleton.requireAddressesCoverSigners()	0.857	0.857	1.000	parseAccounts createRead TransactionSkeleton filterInstructions parseInstructionsWithoutTableAccounts mergeAccounts	random
sava#sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java#BaseTransactionSkeleton.requireAddressesCoverSigners()	sava	sava-core/src/main/java/software/sava/core/tx/BaseTransactionSkeleton.java	BaseTransactionSkeleton.requireAddressesCoverSigners()	method	952	9	BaseTransactionSkeleton.invokedProgramAccount(AccountMeta)	0.800	1.000	1.000	ArrayIndexOutOfBoundsException NegativeArraySizeException parseNonSignerAccounts SIMD	
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.BUILTIN_COMPUTE_UNIT_LIMIT	sava	sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java	BuiltinPrograms.BUILTIN_COMPUTE_UNIT_LIMIT	field	73	1	BuiltinPrograms.DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT	1.000	1.000	1.000	MAX_BUILTIN_ALLOCATION_COMPUTE_UNIT_LIMIT program-runtime	
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT	sava	sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java	BuiltinPrograms.DEFAULT_INSTRUCTION_COMPUTE_UNIT_LIMIT	field	40	1	BuiltinPrograms.BUILTIN_COMPUTE_UNIT_LIMIT	1.000	1.000	1.000	program-runtime	
sava#sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java#BuiltinPrograms.defaultComputeUnitLimit(PublicKey)	sava	sava-core/src/main/java/software/sava/core/tx/BuiltinPrograms.java	BuiltinPrograms.defaultComputeUnitLimit(PublicKey)	method	127	5		0.000	0.250			random
sava#sava-core/src/main/java/software/sava/core/tx/Instruction.java#Instruction.createInstruction(AccountMeta, List<AccountMeta>, byte[], int, int)	sava	sava-core/src/main/java/software/sava/core/tx/Instruction.java	Instruction.createInstruction(AccountMeta, List<AccountMeta>, byte[], int, int)	method	375	5		1.000	1.000		toString data == null len <= 0 copyOfRange	random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsAccountLimit()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.exceedsAccountLimit()	method	144	3	Transaction.numInstructions()	0.000	0.667	1.000		random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsInstructionLimit()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.exceedsInstructionLimit()	method	200	3	Transaction.exceedsSignatureLimit()	1.000	1.000	1.000	SIMD	stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSignatureLimit()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.exceedsSignatureLimit()	method	482	3	Transaction.setPriorityFeeLamports(long)	1.000	1.000	1.000	SIMD	random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.exceedsSizeLimit()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.exceedsSizeLimit()	method	218	3	Transaction.numAccounts()	0.000	0.667	1.000		stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numAccounts()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.numAccounts()	method	467	3	Transaction.exceedsAccountLimit()	0.000	0.000	0.000		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.numInstructions()	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.numInstructions()	method	118	3	Transaction.exceedsInstructionLimit()	0.000	0.000	1.000		random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setAccountDataSizeLimit(int)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setAccountDataSizeLimit(int)	method	1064	3	Transaction.setHeapSize(int)	0.750	0.750	0.750	SetLoadedAccountsDataSizeLimit ConfigValue SIMD	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setComputeUnitLimit(int)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setComputeUnitLimit(int)	method	745	3	Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	0.667	0.667	0.667	SetComputeUnitLimit ConfigValue	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setHeapSize(int)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setHeapSize(int)	method	774	3	Transaction.sign(Signer, byte[])	0.750	1.000	1.000	SIMD RequestHeapFrame ConfigValue	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamports(long)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setPriorityFeeLamports(long)	method	1243	3	Transaction.setComputeUnitLimit(int)	0.750	0.750	1.000	ConfigValue SetComputeUnitPrice SetComputeUnitLimit	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long)	method	1853	3	Transaction.setAccountDataSizeLimit(int)	0.667	0.667	0.800	SetComputeUnitPrice ConfigValue	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long, int)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.setPriorityFeeLamportsFromComputeUnitPrice(long, int)	method	1922	4	Transaction.setAccountDataSizeLimit(int)	0.833	0.833	0.800	SetComputeUnitPrice setComputeUnitLimit ConfigValues SetComputeUnitLimit ConfigValue	
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.sign(Signer, byte[])	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.sign(Signer, byte[])	method	676	3	Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	0.000	0.000	0.000		stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKey(Collection<Signer>)	method	289	3	Transaction.signByKeyAndBase64Encode(Collection<Signer>)	0.000	0.000	0.000		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(String, Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKey(String, Collection<Signer>)	method	87	4	Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	0.000	0.000	0.000		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKey(byte[], Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKey(byte[], Collection<Signer>)	method	87	4	Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	0.000	0.000	0.000		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKeyAndBase64Encode(Collection<Signer>)	method	78	4	Transaction.signByKey(byte[], Collection<Signer>)	0.000	0.000	0.667		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKeyAndBase64Encode(String, Collection<Signer>)	method	89	4	Transaction.exceedsSizeLimit()	0.000	0.333	1.000		random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signByKeyAndBase64Encode(byte[], Collection<Signer>)	method	89	4	Transaction.exceedsSizeLimit()	0.000	0.333	1.000		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrder(SequencedCollection<Signer>)	method	265	5	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>)	0.000	0.000	0.500		stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[])	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrder(SequencedCollection<Signer>, byte[])	method	171	3	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	0.000	0.000	0.500		stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrder(SequencedCollection<Signer>, byte[], int, int, int)	method	260	9	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	0.000	0.000	0.500		stale-candidate
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(String, SequencedCollection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrder(String, SequencedCollection<Signer>)	method	87	3	Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	0.000	0.000	0.500		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrder(byte[], SequencedCollection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrder(byte[], SequencedCollection<Signer>)	method	80	3	Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	0.000	0.000	0.500		random
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrderAndBase64Encode(SequencedCollection<Signer>, byte[])	method	77	4	Transaction.signInOrder(SequencedCollection<Signer>)	0.000	0.250	0.500		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrderAndBase64Encode(String, SequencedCollection<Signer>)	method	88	3	Transaction.signByKey(Collection<Signer>)	0.000	0.500	0.500		
sava#sava-core/src/main/java/software/sava/core/tx/Transaction.java#Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	sava	sava-core/src/main/java/software/sava/core/tx/Transaction.java	Transaction.signInOrderAndBase64Encode(byte[], SequencedCollection<Signer>)	method	88	3	Transaction.signByKey(Collection<Signer>)	0.000	0.500	0.500		
