row_id	module	suite	class	method	mutator	status	label	line	member_status	declarations	bodies_shown	paragraph_chars	swapped_mutator	word_real	word_swapped	identifiers_missing
sava/sava-rpc#client#SolanaRpcClient.sendTransaction#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1025	sava/sava-rpc	client	software.sava.rpc.json.http.client.SolanaRpcClient	sendTransaction	RemoveConditionalMutator_EQUAL_IF	SURVIVED	killed retained	1025	RESOLVED	12	2	567	NullReturnValsMutator	false	false	
sava/sava-rpc#responses#JsonUtil.parseEncodedData#NakedReceiverMutator#SURVIVED#37	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	parseEncodedData	NakedReceiverMutator	SURVIVED	killed reset pending prune	37	RESOLVED	4	2	460	MathMutator	false	false	unknownResponseEncodingsStillConsumeTheArrayAndReturnEmptyData
sava/sava-rpc#responses#JsonUtil.parseEncodedData#NullReturnValsMutator#NO_COVERAGE#40	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	parseEncodedData	NullReturnValsMutator	NO_COVERAGE	removed fallback pending prune	40	RESOLVED	4	2	355	VoidMethodCallMutator	true	false	
sava/sava-rpc#responses#JsonUtil.parseEncodedData#RemoveConditionalMutator_EQUAL_IF#SURVIVED#28	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	parseEncodedData	RemoveConditionalMutator_EQUAL_IF	SURVIVED	killed guard pending prune	28	RESOLVED	4	2	385	NullReturnValsMutator	true	false	ParseResponseFieldTests
sava/sava-rpc#responses#JsonUtil.parseEncodedData#VoidMethodCallMutator#SURVIVED#85	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	parseEncodedData	VoidMethodCallMutator	SURVIVED	logging only	85	RESOLVED	4	2	1120	MathMutator	false	false	JsonHttpClientTransportTests ReadHttpResponse JsonRpcBytesValueParseController FullContextJsonRpcResponseParser applyGenericResponse StubHttpResponse JsonRpcResponseParserTests GenericJsonResponseParserTests simulateTransaction simulateTransactionWithInnerInstructions Transaction BigInteger getProgramAccounts registerRequest
sava/sava-rpc#responses#JsonUtil.toJsonIntArray#MathMutator#SURVIVED#126	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	toJsonIntArray	MathMutator	SURVIVED	capacity math	126	RESOLVED	1	1	691	RemoveConditionalMutator_EQUAL_ELSE	true	true	maxMessageLength clamp arraycopy get
sava/sava-rpc#responses#JsonUtil.toJsonIntArray#MathMutator#SURVIVED#126	sava/sava-rpc	responses	software.sava.rpc.json.http.response.JsonUtil	toJsonIntArray	MathMutator	SURVIVED	capacity math	126	RESOLVED	1	1	691	RemoveConditionalMutator_EQUAL_ELSE	true	true	maxMessageLength clamp arraycopy get
sava/sava-rpc#responses#Lamports.amount#ConditionalsBoundaryMutator#SURVIVED#24	sava/sava-rpc	responses	software.sava.rpc.json.http.response.Lamports	amount	ConditionalsBoundaryMutator	SURVIVED	allocation routing	24	RESOLVED	1	1	706	NullReturnValsMutator	true	false	hardeningHelp
sava/sava-rpc#responses#Lamports.amount#RemoveConditionalMutator_ORDER_IF#SURVIVED#24	sava/sava-rpc	responses	software.sava.rpc.json.http.response.Lamports	amount	RemoveConditionalMutator_ORDER_IF	SURVIVED	allocation routing	24	RESOLVED	1	1	706	NullReturnValsMutator	true	false	hardeningHelp
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#58	sava/sava-rpc	responses	software.sava.rpc.json.http.response.RpcCustomError	parseError	ConditionalsBoundaryMutator	SURVIVED	int clamp boundary	58	RESOLVED	3	2	602	NullReturnValsMutator	true	true	ParseCustomErrorCodeTests
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#58	sava/sava-rpc	responses	software.sava.rpc.json.http.response.RpcCustomError	parseError	ConditionalsBoundaryMutator	SURVIVED	int clamp boundary	58	RESOLVED	3	2	602	NullReturnValsMutator	true	true	ParseCustomErrorCodeTests
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	sava/sava-rpc	responses	software.sava.rpc.json.http.response.RpcCustomError	parseError	ConditionalsBoundaryMutator	SURVIVED	int clamp boundary	66	RESOLVED	3	2	602	NullReturnValsMutator	true	true	ParseCustomErrorCodeTests
sava/sava-rpc#responses#RpcCustomError.parseError#ConditionalsBoundaryMutator#SURVIVED#66	sava/sava-rpc	responses	software.sava.rpc.json.http.response.RpcCustomError	parseError	ConditionalsBoundaryMutator	SURVIVED	int clamp boundary	66	RESOLVED	3	2	602	NullReturnValsMutator	true	true	ParseCustomErrorCodeTests
sava/sava-rpc#ws#RootSubscription.hashCode#PrimitiveReturnsMutator#SURVIVED#114	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.RootSubscription	hashCode	PrimitiveReturnsMutator	SURVIVED	hash distribution only	114	RESOLVED	1	1	392	VoidMethodCallMutator	false	false	equals MIN_VALUE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#BooleanTrueReturnValsMutator#SURVIVED#409	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	accountSubscribe	BooleanTrueReturnValsMutator	SURVIVED	killed retained	409	RESOLVED	2	2	567	VoidMethodCallMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.accountSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1425	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	accountSubscribe	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	redundant outer duplicate guard	1425	RESOLVED	2	2	451	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.checkCycle#VoidMethodCallMutator#SURVIVED#238	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	checkCycle	VoidMethodCallMutator	SURVIVED	killed retained	238	RESOLVED	1	1	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1123	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	close	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	current socket identity	1123	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1124	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	close	VoidMethodCallMutator	SURVIVED	killed retained	1124	RESOLVED	1	1	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1130	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	close	VoidMethodCallMutator	SURVIVED	killed retained	1130	RESOLVED	1	1	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.close#VoidMethodCallMutator#SURVIVED#1132	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	close	VoidMethodCallMutator	SURVIVED	killed retained	1132	RESOLVED	1	1	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.closed#ConditionalsBoundaryMutator#SURVIVED#159	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	closed	ConditionalsBoundaryMutator	SURVIVED	positive sentinel gap	159	RESOLVED	1	1	392	NullReturnValsMutator	false	false	equals MIN_VALUE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#ConditionalsBoundaryMutator#SURVIVED#881	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	connect	ConditionalsBoundaryMutator	SURVIVED	zero-delay convergence	881	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#862	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	connect	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	settled prior build	862	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	connect	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	adopted build identity	866	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.connect#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#866	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	connect	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	adopted build identity	866	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#ConditionalsBoundaryMutator#SURVIVED#930	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	ensureCapacity	ConditionalsBoundaryMutator	SURVIVED	equal-capacity copy	930	RESOLVED	1	1	691	NullReturnValsMutator	true	false	arraycopy get
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#930	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	ensureCapacity	MathMutator	SURVIVED	retired implementation retained	930	RESOLVED	1	1	478	RemoveConditionalMutator_EQUAL_ELSE	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	ensureCapacity	MathMutator	SURVIVED	capacity math	935	RESOLVED	1	1	691	RemoveConditionalMutator_EQUAL_ELSE	true	true	arraycopy get
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#MathMutator#SURVIVED#935	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	ensureCapacity	MathMutator	SURVIVED	capacity math	935	RESOLVED	1	1	691	RemoveConditionalMutator_EQUAL_ELSE	true	true	arraycopy get
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.ensureCapacity#RemoveConditionalMutator_ORDER_IF#SURVIVED#930	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	ensureCapacity	RemoveConditionalMutator_ORDER_IF	SURVIVED	unlicensed-only retained	930	RESOLVED	1	1	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#ConditionalsBoundaryMutator#SURVIVED#2968	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	escalateUnanswered	ConditionalsBoundaryMutator	SURVIVED	saturated deadline fringe	2968	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.escalateUnanswered#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2964	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	escalateUnanswered	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	empty-scan fast path	2964	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handleActivePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#2825	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handleActivePendingSubscriptions	RemoveConditionalMutator_EQUAL_IF	SURVIVED	empty-scan fast path	2825	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#ConditionalsBoundaryMutator#SURVIVED#1021	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	ConditionalsBoundaryMutator	SURVIVED	retired implementation retained	1021	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#IncrementsMutator#SURVIVED#1025	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	IncrementsMutator	SURVIVED	retired implementation retained	1025	RESOLVED	1	1	478	RemoveConditionalMutator_EQUAL_ELSE	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1014	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	retired implementation retained	1014	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	retired implementation retained	1028	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1028	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	retired implementation retained	1028	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1030	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	retired implementation retained	1030	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1015	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_IF	SURVIVED	retired implementation retained	1015	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1028	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unlicensed-only retained	1028	RESOLVED	1	1	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1030	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unlicensed-only retained	1030	RESOLVED	1	1	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.handlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1031	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	handlePendingSubscriptions	VoidMethodCallMutator	SURVIVED	retired implementation retained	1031	RESOLVED	1	1	478	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$connect$0#VoidMethodCallMutator#SURVIVED#173	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$connect$0	VoidMethodCallMutator	SURVIVED	retired implementation retained	173	RESOLVED	1	1	478	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$handleActivePendingSubscriptions$0#ConditionalsBoundaryMutator#SURVIVED#2835	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$handleActivePendingSubscriptions$0	ConditionalsBoundaryMutator	SURVIVED	strict wire ordinal	2835	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$onWholeMessage$0#ConditionalsBoundaryMutator#SURVIVED#2303	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$onWholeMessage$0	ConditionalsBoundaryMutator	SURVIVED	strict wire ordinal	2303	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$ownBuild$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#748	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$ownBuild$0	RemoveConditionalMutator_EQUAL_IF	SURVIVED	ignored null completion	748	RESOLVED	1	1	658	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#EmptyObjectReturnValsMutator#SURVIVED#387	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$queueUnsubscribe$0	EmptyObjectReturnValsMutator	SURVIVED	killed retained	387	RESOLVED	2	2	567	VoidMethodCallMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$queueUnsubscribe$0	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	killed retained	387	RESOLVED	2	2	567	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#387	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$queueUnsubscribe$0	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	killed retained	387	RESOLVED	2	2	567	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$queueUnsubscribe$0	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unlicensed-only retained	387	RESOLVED	2	2	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$queueUnsubscribe$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#387	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$queueUnsubscribe$0	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unlicensed-only retained	387	RESOLVED	2	2	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$releaseChannelSlot$0#RemoveConditionalMutator_EQUAL_IF#SURVIVED#1300	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$releaseChannelSlot$0	RemoveConditionalMutator_EQUAL_IF	SURVIVED	identity-owned registry slot	1300	RESOLVED	1	1	619	NullReturnValsMutator	false	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendPing$0#VoidMethodCallMutator#SURVIVED#1051	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$sendPing$0	VoidMethodCallMutator	SURVIVED	retired implementation retained	1051	RESOLVED	1	1	478	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lambda$sendSubscription$1#NullReturnValsMutator#SURVIVED#2907	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lambda$sendSubscription$1	NullReturnValsMutator	SURVIVED	private-tail normalization	2907	RESOLVED	1	1	491	VoidMethodCallMutator	false	true	ACTIVE PING_FAILED
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.lockAndHandlePendingSubscriptions#VoidMethodCallMutator#SURVIVED#1006	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	lockAndHandlePendingSubscriptions	VoidMethodCallMutator	SURVIVED	killed retained	1006	RESOLVED	1	1	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#BooleanTrueReturnValsMutator#SURVIVED#440	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	logsSubscribe	BooleanTrueReturnValsMutator	SURVIVED	killed retained	440	RESOLVED	2	2	567	VoidMethodCallMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1456	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	logsSubscribe	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	redundant outer duplicate guard	1456	RESOLVED	2	2	451	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.logsSubscribe#RemoveConditionalMutator_EQUAL_IF#SURVIVED#436	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	logsSubscribe	RemoveConditionalMutator_EQUAL_IF	SURVIVED	unlicensed-only retained	436	RESOLVED	2	2	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onClose#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#1085	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onClose	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	killed retained	1085	RESOLVED	2	2	567	NullReturnValsMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onError#VoidMethodCallMutator#SURVIVED#1104	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onError	VoidMethodCallMutator	SURVIVED	killed retained	1104	RESOLVED	2	2	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#258	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onOpen	VoidMethodCallMutator	SURVIVED	killed retained	258	RESOLVED	2	2	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onOpen#VoidMethodCallMutator#SURVIVED#276	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onOpen	VoidMethodCallMutator	SURVIVED	killed retained	276	RESOLVED	2	2	567	MathMutator	false	false	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#ConditionalsBoundaryMutator#SURVIVED#962	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	ConditionalsBoundaryMutator	SURVIVED	zero-offset route convergence	962	RESOLVED	1	1	691	NullReturnValsMutator	true	false	clamp
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#2725	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equivalent buffer copy	2725	RESOLVED	1	1	691	NullReturnValsMutator	true	false	clamp
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#965	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equivalent buffer copy	965	RESOLVED	1	1	691	NullReturnValsMutator	true	false	clamp
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#973	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equivalent buffer copy	973	RESOLVED	1	1	691	NullReturnValsMutator	true	false	clamp
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_EQUAL_ELSE#SURVIVED#986	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	RemoveConditionalMutator_EQUAL_ELSE	SURVIVED	equivalent buffer copy	986	RESOLVED	1	1	691	NullReturnValsMutator	true	false	clamp
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onText#RemoveConditionalMutator_ORDER_IF#SURVIVED#962	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onText	RemoveConditionalMutator_ORDER_IF	SURVIVED	unlicensed-only retained	962	RESOLVED	1	1	612	NullReturnValsMutator	false	false	NO_COVERAGE
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2137	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	ConditionalsBoundaryMutator	SURVIVED	positive request-id domain	2137	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2206	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	ConditionalsBoundaryMutator	SURVIVED	saturated-add equality	2206	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2289	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	ConditionalsBoundaryMutator	SURVIVED	strict wire ordinal	2289	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#ConditionalsBoundaryMutator#SURVIVED#2405	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	ConditionalsBoundaryMutator	SURVIVED	strict wire ordinal	2405	RESOLVED	1	1	646	NullReturnValsMutator	true	true	
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#NakedReceiverMutator#SURVIVED#899	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	NakedReceiverMutator	SURVIVED	fast-forward funnel	899	RESOLVED	1	1	371	MathMutator	false	false	params value
sava/sava-rpc#ws#SolanaJsonRpcWebsocket.onWholeMessage#RemoveConditionalMutator_EQUAL_ELSE#NO_COVERAGE#843	sava/sava-rpc	ws	software.sava.rpc.json.http.ws.SolanaJsonRpcWebsocket	onWholeMessage	RemoveConditionalMutator_EQUAL_ELSE	NO_COVERAGE	retired implementation retained	843	RESOLVED	1	1	478	NullReturnValsMutator	false	false	
